0.152752681,0.2170069,0.274999867,0.355240552
0.152766422,0.216799677,0.275058301,0.3553756
0.152780531,0.216593841,0.275115652,0.355509976
0.152795005,0.216389416,0.275171909,0.35564367
0.152809843,0.216186426,0.275227057,0.355776674
0.152825039,0.215984897,0.275281085,0.355908979
0.152840592,0.215784853,0.275333979,0.356040576
0.152856497,0.215586322,0.275385726,0.356171456
0.152872752,0.215389329,0.275436311,0.356301609
0.152889353,0.215193901,0.275485722,0.356431025
0.152906296,0.215000063,0.275533945,0.356559695
0.15292358,0.21480784,0.27558097,0.35668761
0.152941198,0.214617258,0.275626782,0.356814762
0.152959149,0.21442834,0.27567137,0.356941141
0.152977428,0.214241111,0.275714722,0.357066739
0.152996032,0.214055593,0.275756827,0.357191549
0.153014955,0.21387181,0.275797673,0.357315562
0.153034196,0.213689785,0.275837249,0.35743877
0.153053749,0.213509541,0.275875545,0.357561165
0.153073612,0.213331099,0.275912549,0.357682739
0.153093781,0.213154483,0.275948251,0.357803485
0.153114252,0.212979713,0.275982639,0.357923396
0.153135021,0.212806811,0.276015705,0.358042463
0.153156085,0.212635796,0.27604744,0.358160679
0.153177439,0.21246669,0.276077834,0.358278037
0.15319908,0.212299512,0.27610688,0.358394528
0.153221003,0.212134281,0.276134568,0.358510148
0.153243202,0.211971017,0.27616089,0.358624891
0.153265673,0.211809738,0.276185838,0.358738751
0.153288412,0.21165046,0.276209403,0.358851726
0.153311411,0.211493201,0.276231577,0.358963811
0.153334667,0.211337976,0.276252351,0.359075005
0.153358174,0.211184803,0.276271717,0.359185307
0.153381925,0.211033695,0.276289666,0.359294714
0.153405915,0.210884669,0.276306191,0.359403225
0.153430139,0.210737739,0.276321283,0.35951084
0.153454591,0.210592919,0.276334934,0.359617556
0.153479265,0.210450226,0.276347137,0.359723372
0.153504156,0.210309672,0.276357885,0.359828287
0.153529258,0.210171273,0.27636717,0.359932299
0.153554566,0.210035043,0.276374984,0.360035408
0.153580074,0.209900993,0.276381321,0.360137612
0.153605777,0.209769137,0.276386174,0.360238911
0.15363167,0.209639488,0.276389537,0.360339305
0.153657746,0.209512058,0.276391403,0.360438794
0.153684,0.209386857,0.276391767,0.360537375
0.153710429,0.209263899,0.276390623,0.360635049
0.153737028,0.209143194,0.276387965,0.360731812
0.153763796,0.209024753,0.276383787,0.360827664
0.15379073,0.208908586,0.276378083,0.360922601
0.153817828,0.208794703,0.276370848,0.361016621
0.153845091,0.208683112,0.276362076,0.361109721
0.153872521,0.20857382,0.276351759,0.3612019
0.153900121,0.208466834,0.276339891,0.361293154
0.153927894,0.20836216,0.276326464,0.361383482
0.153955846,0.208259802,0.276311469,0.361472882
0.153983981,0.208159767,0.276294901,0.361561351
0.154012304,0.208062058,0.276276751,0.361648886
0.154040818,0.207966682,0.276257015,0.361735486
0.154069527,0.207873641,0.276235685,0.361821147
0.154098438,0.207782939,0.276212756,0.361905867
0.154127554,0.207694579,0.276188223,0.361989643
0.154156882,0.207608564,0.276162082,0.362072473
0.154186425,0.207524895,0.276134327,0.362154353
0.154216191,0.207443573,0.276104954,0.362235282
0.154246184,0.2073646,0.276073961,0.362315256
0.154276409,0.207287976,0.276041342,0.362394273
0.154306873,0.207213703,0.276007094,0.36247233
0.154337579,0.207141782,0.275971216,0.362549423
0.154368533,0.207072214,0.275933704,0.362625549
0.154399739,0.207004998,0.275894558,0.362700705
0.154431201,0.206940135,0.275853777,0.362774887
0.154462925,0.206877625,0.275811359,0.362848091
0.154494912,0.206817469,0.275767307,0.362920313
0.154527168,0.206759665,0.27572162,0.362991546
0.154559696,0.206704214,0.275674302,0.363061788
0.154592499,0.206651115,0.275625353,0.363131033
0.154625583,0.206600366,0.275574776,0.363199275
0.15465895,0.206551967,0.275522574,0.36326651
0.154692604,0.206505918,0.275468748,0.36333273
0.154726547,0.206462223,0.275413299,0.363397931
0.154760783,0.206420885,0.27535623,0.363462103
0.154795313,0.206381906,0.275297543,0.363525238
0.154830138,0.206345291,0.275237242,0.363587329
0.15486526,0.206311043,0.275175332,0.363648365
0.154900684,0.206279163,0.275111814,0.363708339
0.154936412,0.206249654,0.275046692,0.363767242
0.154972449,0.206222517,0.27497997,0.363825064
0.1550088,0.206197755,0.27491165,0.363881795
0.15504547,0.206175369,0.274841735,0.363937427
0.155082463,0.206155363,0.274770228,0.363991947
0.155119786,0.206137739,0.274697131,0.364045344
0.155157442,0.206122501,0.27462245,0.364097608
0.155195435,0.206109649,0.274546187,0.364148728
0.155233771,0.206099187,0.274468349,0.364198694
0.155272452,0.206091114,0.274388938,0.364247496
0.155311483,0.206085433,0.274307961,0.364295124
0.155350866,0.206082144,0.274225422,0.364341569
0.155390603,0.206081248,0.274141326,0.364386822
0.155430698,0.206082744,0.274055681,0.364430877
0.155471151,0.206086632,0.273968491,0.364473725
0.155511963,0.206092911,0.273879764,0.364515362
0.155553135,0.20610158,0.273789505,0.36455578
0.155594666,0.206112638,0.273697721,0.364594976
