raw_ch1,raw_ch2,raw_ch3,raw_ch4,processed_ch1,processed_ch2,processed_ch3,processed_ch4
-0.10220515361744302,-0.0031939110505450944,-0.025551288404360755,-0.012775644202180378,0.41908065621209095,0.07155352865501179,0.18986308221303233,0.319502732919865
-0.22676768458870167,0.0031939110505450944,-0.028745199454905845,0.025551288404360755,0.4189786173171759,0.07165649716813238,0.18981094541331248,0.3195539401013793
-0.19482857408325072,0.0,0.019163466303270562,0.04471475470763132,0.4188755619474378,0.07175943340122036,0.1897596628897694,0.31960534176157246
-0.025551288404360755,0.012775644202180378,0.009581733151635281,-0.009581733151635281,0.4187714994334906,0.07186233130484182,0.18970922933480452,0.3196569399268631
0.08942950941526263,0.006387822101090189,0.006387822101090189,-0.035133021555996034,0.4186664401555111,0.07196518432144601,0.18965963933274924,0.31970873619029366
0.08942950941526263,0.012775644202180378,-0.04152084365708622,-0.01596955525272547,0.41856039525540173,0.07206798553390657,0.18961088726811054,0.3197607319425811
0.01596955525272547,0.0031939110505450944,-0.07665386521308225,-0.047908665758176414,0.41845337625608364,0.07217072771044049,0.1895629677046404,0.3198129283288356
0.012775644202180378,-0.0031939110505450944,-0.028745199454905845,-0.03193911050545094,0.4183453945044318,0.07227340322329041,0.1895158762308452,0.3198653260414327
0.019163466303270562,-0.0031939110505450944,-0.019163466303270562,-0.028745199454905845,0.4182364607591695,0.07237600397120637,0.189469609930563,0.31991792533906116
0.012775644202180378,-0.01596955525272547,-0.009581733151635281,-0.028745199454905845,0.4181265853163019,0.07247852141605529,0.18942416694131436,0.31997072632632856
0.04152084365708622,-0.025551288404360755,-0.006387822101090189,-0.038326932606541124,0.4180157783652945,0.07258094674791292,0.18937954568553877,0.32002372920125366
0.03193911050545094,-0.028745199454905845,-0.03193911050545094,-0.01596955525272547,0.417904050150204,0.07268327111392035,0.18933574443055762,0.32007693430531814
0.012775644202180378,-0.038326932606541124,-0.012775644202180378,-0.01596955525272547,0.4177914109104988,0.07278548582713312,0.18929276128739358,0.32013034197497436
0.05110257680872151,-0.028745199454905845,0.01596955525272547,-0.025551288404360755,0.4176778707699444,0.07288758251821628,0.18925059436693675,0.32018395234490266
0.05749039890981169,-0.028745199454905845,0.025551288404360755,-0.028745199454905845,0.4175634397334021,0.0729895531987949,0.18920924178809015,0.3202377652797129
0.038326932606541124,-0.038326932606541124,0.0031939110505450944,-0.01596955525272547,0.41744812777029844,0.07309139023823634,0.18916870160137278,0.3202917803900924
-0.035133021555996034,-0.038326932606541124,-0.0031939110505450944,-0.009581733151635281,0.41733194490926895,0.07319308637917442,0.18912897165977105,0.32034599705178546
-0.07026604311199207,-0.03193911050545094,0.0031939110505450944,-0.028745199454905845,0.4172149013627271,0.07329463483179427,0.1890900493542717,0.320400414451207
-0.06387822101090188,-0.04471475470763132,-0.05110257680872151,-0.08942950941526263,0.41709700754756107,0.0733960293102367,0.18905193150040905,0.3204550316417932
-0.03193911050545094,-0.05110257680872151,-0.05110257680872151,-0.04471475470763132,0.41697827372264923,0.07349726399538341,0.18901461475396206,0.3205098475280053
0.012775644202180378,-0.04152084365708622,-0.028745199454905845,-0.012775644202180378,0.4168587094054854,0.07359833354903648,0.18897809632677962,0.32056486071869844
-0.047908665758176414,-0.028745199454905845,-0.035133021555996034,-0.01596955525272547,0.4167383231568032,0.07369923315393533,0.18894237435103556,0.32062006933822584
-0.07026604311199207,-0.025551288404360755,-0.019163466303270562,0.035133021555996034,0.4166171228653936,0.07379995843604503,0.18890744774030352,0.3206754709582579
0.02235737735381566,-0.012775644202180378,-0.038326932606541124,0.047908665758176414,0.4164951161027149,0.0739005052620083,0.18887331593191964,0.3207310627033571
0.0,-0.009581733151635281,-0.05749039890981169,0.047908665758176414,0.41637231016679105,0.07400086950098451,0.1888399788919053,0.3207868414403191
0.025551288404360755,0.0,-0.006387822101090189,0.01596955525272547,0.41624871188123386,0.07410104680284349,0.18880743739771708,0.3208428039182055
-0.038326932606541124,-0.01596955525272547,0.012775644202180378,-0.03193911050545094,0.4161243276376377,0.07420103246767452,0.18877569302902858,0.3208989468656594
-0.08304168731417244,-0.012775644202180378,0.012775644202180378,-0.02235737735381566,0.41599916381404134,0.0743008214701699,0.18874474762813898,0.3209552670876498
-0.02235737735381566,-0.01596955525272547,0.019163466303270562,-0.02235737735381566,0.4158732271200137,0.07440040856617734,0.18871460284079009,0.32101176147301885
0.009581733151635281,0.006387822101090189,0.012775644202180378,-0.019163466303270562,0.41574652462900996,0.07449978835865842,0.18868526007995073,0.3210684269323808
-0.0031939110505450944,0.028745199454905845,0.019163466303270562,-0.012775644202180378,0.4156190636392537,0.07459895532267989,0.18865672064685862,0.3211252603912078
-0.006387822101090189,0.035133021555996034,0.009581733151635281,0.006387822101090189,0.41549085151775766,0.07469790390935513,0.18862898578534762,0.32118225878753975
-0.009581733151635281,0.025551288404360755,0.0,0.01596955525272547,0.415361895626973,0.07479662875630565,0.1886020565955763,0.32123941902114506
0.01596955525272547,0.009581733151635281,-0.006387822101090189,0.04471475470763132,0.4152322033825975,0.07489512480869706,0.18857593380812127,0.32129673800058417
0.02235737735381566,0.0,-0.025551288404360755,0.025551288404360755,0.41510178234530404,0.07499338717846725,0.18855061764895006,0.32135421282727866
0.0,-0.012775644202180378,-0.04471475470763132,-0.025551288404360755,0.4149706401620038,0.0750914108557764,0.18852610811321258,0.32141184086900726
-0.04152084365708622,-0.025551288404360755,-0.05429648785926659,0.012775644202180378,0.41483878429631743,0.07518919054360637,0.18850240562657586,0.32146961953350023
-0.09262342046580772,-0.04471475470763132,-0.04471475470763132,0.047908665758176414,0.41470622170987487,0.0752867207507185,0.18847951167007054,0.3215275458693361
0.006387822101090189,-0.038326932606541124,0.019163466303270562,-0.012775644202180378,0.4145729587303305,0.0753839960581904,0.18845742891658107,0.3215856162948982
0.09901124256689792,-0.05110257680872151,0.028745199454905845,-0.07984777626362735,0.4144390011320103,0.07548101139280278,0.18843616083337797,0.3216438266418089
0.1533077304261645,-0.060684309960356786,0.02235737735381566,-0.08942950941526263,0.4143043542652642,0.07557776221625935,0.18841571112232522,0.3217021723961512
0.07984777626362735,-0.05110257680872151,0.02235737735381566,-0.05749039890981169,0.41416902315400245,0.07567424464568599,0.18839608331636243,0.32176064888394906
-0.12136861992071357,-0.04471475470763132,-0.0031939110505450944,-0.038326932606541124,0.4140330126267522,0.07577045551241426,0.18837728054347191,0.3218192513173615
-0.12775644202180375,-0.04152084365708622,-0.03193911050545094,-0.025551288404360755,0.41389632755045747,0.07586639232361568,0.18835930539042559,0.3218779747355013
-0.07665386521308225,-0.03193911050545094,-0.047908665758176414,-0.03193911050545094,0.41375897301306436,0.07596205312959699,0.18834216003461882,0.3219368138227198
-0.0031939110505450944,-0.025551288404360755,-0.04152084365708622,-0.05429648785926659,0.4136209541614317,0.07605743633363676,0.18832584678706765,0.3219957627178638
0.047908665758176414,-0.006387822101090189,-0.03193911050545094,-0.07026604311199207,0.41348227578424884,0.07615254046964168,0.1883103686475991,0.32205481509851036
0.07665386521308225,-0.006387822101090189,-0.025551288404360755,-0.04471475470763132,0.4133429421187728,0.07624736395323325,0.1882957293965077,0.32211396453148616
0.028745199454905845,-0.019163466303270562,-0.02235737735381566,-0.047908665758176414,0.41320295705257715,0.0763419048796179,0.18828193332498178,0.32217320474282307
-0.047908665758176414,-0.01596955525272547,-0.019163466303270562,-0.04152084365708622,0.41306232438412854,0.07643616099843002,0.18826898494405034,0.32223252967339117
-0.07345995416253714,-0.025551288404360755,-0.019163466303270562,-0.01596955525272547,0.41292104793224554,0.0765301298386362,0.1882568887958143,0.3222919334333039
-0.04152084365708622,-0.02235737735381566,-0.02235737735381566,0.025551288404360755,0.41277913162227586,0.07662380884275369,0.1882456493558075,0.3223514101791629
-0.07984777626362735,-0.006387822101090189,-0.006387822101090189,0.12456253097125865,0.41263657955562383,0.07671719541833343,0.18823527096170195,0.3224109540643407
-0.06707213206144698,0.006387822101090189,-0.025551288404360755,0.13414426412289396,0.4124933959410133,0.07681028683218347,0.18822575765434393,0.3224705595724592
-0.025551288404360755,0.0,-0.01596955525272547,0.047908665758176414,0.41234958493079127,0.07690307999289529,0.18821711303681132,0.32253022203950227
0.04471475470763132,-0.009581733151635281,-0.012775644202180378,-0.038326932606541124,0.41220515056004065,0.07699557131551063,0.18820934033653053,0.3225899377879182
0.09901124256689792,-0.019163466303270562,-0.019163466303270562,-0.04152084365708622,0.4120600969024325,0.0770877567675468,0.18820244251791352,0.3226497038121072
0.08942950941526263,-0.01596955525272547,-0.012775644202180378,-0.0031939110505450944,0.4119144283271306,0.07717963202083981,0.1881964222805806,0.322709517371449
0.035133021555996034,-0.019163466303270562,0.012775644202180378,0.0,0.41176814970944975,0.07727119259657113,0.18819128202680166,0.3227693756671775
-0.025551288404360755,-0.028745199454905845,0.012775644202180378,-0.02235737735381566,0.4116212664940833,0.0773624339790182,0.1881870238586306,0.32282927566826786
-0.18205292988107036,-0.04152084365708622,-0.028745199454905845,-0.05110257680872151,0.41147378457479206,0.07745335174330407,0.18818364959163253,0.32288921409027116
-0.1565016414767096,-0.038326932606541124,-0.02235737735381566,-0.05110257680872151,0.41132571018071024,0.07754394168772706,0.1881811607773088,0.3229491873542539
-0.047908665758176414,-0.025551288404360755,-0.0031939110505450944,-0.012775644202180378,0.41117704992368126,0.07763419990494193,0.18817955867844915,0.3230091914929276
0.047908665758176414,-0.01596955525272547,-0.02235737735381566,-0.019163466303270562,0.41102781087224743,0.0777241227542452,0.18817884418360364,0.32306922218990386
0.14053208622398414,-0.019163466303270562,-0.025551288404360755,-0.03193911050545094,0.4108780005296355,0.07781370673672978,0.18817901783279442,0.32312927490084026
0.12775644202180375,-0.025551288404360755,-0.019163466303270562,-0.03193911050545094,0.4107276268184286,0.07790294834568738,0.18818007999583164,0.32318934484005235
0.009581733151635281,-0.01596955525272547,-0.012775644202180378,-0.019163466303270562,0.41057669812635655,0.07799184400648523,0.188182030956679,0.32324942691047936
-0.07665386521308225,-0.012775644202180378,-0.019163466303270562,-0.02235737735381566,0.4104252232776005,0.07808039009155016,0.18818487085431382,0.3233095157765356
-0.060684309960356786,-0.02235737735381566,-0.01596955525272547,-0.006387822101090189,0.4102732114383115,0.0781685829138767,0.18818859966164078,0.323369605986171
-0.060684309960356786,-0.019163466303270562,-0.02235737735381566,0.0031939110505450944,0.4101206720997273,0.07825641872180115,0.18819321723802265,0.32342969194044885
-0.1117868867690783,-0.0031939110505450944,-0.012775644202180378,-0.025551288404360755,0.4099676151366436,0.07834389370821655,0.188198723378806,0.3234897677763338
-0.05110257680872151,-0.0031939110505450944,-0.028745199454905845,-0.038326932606541124,0.4098140508794817,0.07843100392093832,0.18820511783211893,0.323549827367461
-0.0031939110505450944,-0.01596955525272547,-0.025551288404360755,-0.035133021555996034,0.4096599900534892,0.07851774510520795,0.1882124003676008,0.32360986447370205
-0.025551288404360755,-0.012775644202180378,-0.019163466303270562,-0.012775644202180378,0.4095054434969179,0.07860411267497125,0.18822057093435998,0.32366987289375093
-0.01596955525272547,-0.019163466303270562,-0.009581733151635281,-0.019163466303270562,0.4093504219409611,0.07869010183514173,0.18822962970737803,0.32372984651651904
0.05110257680872151,-0.025551288404360755,-0.0031939110505450944,-0.012775644202180378,0.40919493608067403,0.07877570773049997,0.18823957687291254,0.3237897793159134
