processed_ch1,processed_ch2,processed_ch3,processed_ch4
0.052539145,0.109976198,0.57772853,0.909305413
0.052571372,0.109962141,0.579701928,0.91151675
0.052603182,0.109948059,0.581673897,0.913723348
0.052634579,0.109933955,0.583644401,0.915925156
0.052665563,0.109919832,0.585613403,0.918122121
0.052696139,0.109905693,0.587580864,0.92031419
0.052726307,0.10989154,0.589546746,0.92250131
0.052756071,0.109877378,0.591511009,0.924683431
0.052785434,0.109863208,0.593473611,0.926860504
0.052814397,0.109849033,0.595434512,0.929032482
0.052842964,0.109834857,0.59739367,0.931199321
0.052871137,0.109820682,0.599351044,0.933360976
0.05289892,0.109806512,0.601306591,0.935517404
0.052926314,0.10979235,0.603260272,0.93766856
0.052953322,0.109778199,0.605212048,0.939814398
0.052979948,0.109764061,0.607161878,0.941954875
0.053006194,0.109749938,0.609109723,0.944089943
0.053032063,0.109735834,0.611055543,0.946219556
0.053057557,0.109721751,0.612999296,0.948343665
0.053082679,0.109707692,0.614940942,0.950462225
0.05310743,0.109693661,0.61688044,0.952575186
0.053131814,0.109679662,0.618817749,0.954682503
0.053155833,0.109665699,0.620752824,0.956784126
0.053179488,0.109651776,0.622685621,0.95888001
0.053202783,0.109637895,0.624616097,0.960970108
0.053225718,0.10962406,0.626544206,0.963054371
0.053248298,0.109610275,0.628469901,0.965132753
0.053270523,0.109596543,0.630393137,0.967205207
0.053292395,0.109582867,0.632313867,0.969271686
0.053313918,0.109569252,0.634232046,0.971332143
0.053335093,0.109555702,0.63614763,0.973386531
0.053355922,0.109542218,0.638060576,0.975434803
0.053376408,0.109528804,0.639970843,0.977476911
0.053396553,0.109515462,0.641878389,0.979512808
0.05341636,0.109502197,0.643783177,0.981542445
0.05343583,0.109489009,0.645685168,0.983565771
0.053454966,0.109475905,0.647584329,0.985582735
0.053473771,0.109462887,0.649480622,0.987593286
0.053492248,0.109449961,0.651374014,0.989597374
0.053510399,0.10943713,0.653264467,0.991594946
0.053528225,0.109424399,0.655151945,0.993585951
0.05354573,0.109411771,0.657036409,0.995570335
0.053562915,0.109399252,0.658917819,0.997548047
0.053579783,0.109386845,0.660796137,0.999519034
0.053596335,0.109374554,0.662671323,1.001483243
0.053612575,0.109362386,0.664543339,1.003440623
0.053628504,0.109350343,0.666412148,1.00539112
0.053644125,0.109338429,0.668277715,1.007334685
0.053659439,0.109326649,0.670140002,1.009271266
0.05367445,0.109315006,0.671998974,1.011200816
0.053689158,0.109303503,0.673854598,1.013123287
0.053703568,0.109292144,0.675706839,1.015038634
0.05371768,0.109280934,0.677555668,1.016946811
0.053731498,0.109269878,0.679401054,1.018847775
0.053745023,0.109258979,0.681242968,1.020741481
0.053758258,0.109248243,0.683081376,1.022627884
0.053771204,0.109237673,0.684916248,1.024506938
